trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1202,False,"{'a': 0.6, 'e': 0.0021889791637658804}",20,12,-8.074064233966599,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1203,False,"{'a': 0.6, 'e': 0.002135901829391817}",30,18,23.107955794665592,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.6, 'e': 0.0020839064602340947}",20,10,16.167654354682966,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.6, 'e': 0.002032976021607246}",20,7,21.937481197189893,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.6, 'e': 0.0019830936396297034}",35,21,27.22566261309258,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.6, 'e': 0.001934242601718895}",20,14,13.950071606747866,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.6, 'e': 0.001886406357046273}",20,8,22.57584261875706,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.6, 'e': 0.0018395685169521681}",25,18,12.484409552528923,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.6, 'e': 0.001793712855320994}",20,10,21.4390010887092,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.6, 'e': 0.0017488233089167243}",20,6,24.634933757074393,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.6, 'e': 0.0017048839776791767}",30,13,30.154735491463885,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1213,False,"{'a': 0.6, 'e': 0.001661879124981072}",20,0,35.32119518262539,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.6, 'e': 0.0016197931778464292}",20,11,17.4833649358133,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.6, 'e': 0.0015786107271302718}",25,18,12.652754808985222,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.6, 'e': 0.0015383165276602313}",20,12,16.07611541274201,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1217,False,"{'a': 0.6, 'e': 0.0014988954983400876}",25,13,24.328384310273258,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.6, 'e': 0.0014603327222158001}",25,11,23.13297857216883,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1219,False,"{'a': 0.6, 'e': 0.0014226134465041144}",25,13,21.73421423500755,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.6, 'e': 0.0013857230825843566}",20,6,24.981314490245182,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.6, 'e': 0.0013496472059534622}",25,10,29.489322945107148,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1222,False,"{'a': 0.6, 'e': 0.0013143715561449029}",20,12,16.024637495064134,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.6, 'e': 0.0012798820366116126}",20,8,21.594484157191435,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.6, 'e': 0.001246164714573539}",30,12,30.06317458114992,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.6, 'e': 0.00121320582082997}",35,15,35.17862013992335,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.6, 'e': 0.0011809917495372885}",30,21,16.781968230523017,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.6, 'e': 0.0011495090579523321}",25,12,25.902707222595787,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.6, 'e': 0.0011187444661419964}",20,13,10.33485825903527,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.6, 'e': 0.0010886848566593011}",35,18,30.133459563720667,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'a': 0.6, 'e': 0.001059317274186595}",25,17,14.44101643296194,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.6, 'e': 0.001030628925146088}",20,13,13.291126010687188,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1232,False,"{'a': 0.6, 'e': 0.001002607177278446}",25,16,18.325473055883176,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1233,False,"{'a': 0.6, 'e': 0.0009752395591896492}",20,5,27.924154340551198,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.6, 'e': 0.0009752395591896492}",30,15,27.775694597758946,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,6,23.463657016229725,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.6, 'e': 0.0009752395591896492}",30,16,23.67872392533603,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,14,25.256857385345846,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,8,32.265596433844074,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,17,15.810816641820653,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.6, 'e': 0.0009752395591896492}",30,19,23.098223157123137,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,7,31.766496339946276,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,9,19.73671862142852,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,11,15.682067044540078,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,19,14.265997207539808,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.6, 'e': 0.0009752395591896492}",30,16,26.997672769978575,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,15,19.40053965781201,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.6, 'e': 0.0009752395591896492}",30,14,27.904083921210983,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,5,35.41337099855739,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,0,38.865437362150416,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
17,True,"{'a': 0.6, 'e': 0.0009752395591896492}",30,21,14.806725454889623,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.6, 'e': 0.0009752395591896492}",35,27,12.84934783283805,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,0,32.168182670720306,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
20,True,"{'a': 0.6, 'e': 0.0009752395591896492}",30,16,25.436831462823584,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,18,13.503707108817313,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,7,25.92143035563269,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,9,21.755958414413236,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,12,14.677164430307094,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0.6, 'e': 0.0009752395591896492}",30,18,26.11376918833546,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,5,34.84994436489975,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,12,22.643572008273754,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,8,21.55817053616384,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,15,10.927033737665354,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,9,18.143030252452164,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,11,25.102533794028822,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,9,19.631695589756486,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,14,11.463903355219319,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0.6, 'e': 0.0009752395591896492}",30,5,34.75220975355566,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,6,22.63733445403001,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,13,9.69227732535235,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0.6, 'e': 0.0009752395591896492}",35,18,30.014947687068624,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,20,8.98567087476847,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,7,30.01050812140015,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,7,23.07877088901449,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0.6, 'e': 0.0009752395591896492}",30,0,46.713174553402574,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
42,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,10,18.762010230235557,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,0,28.856668837366048,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
44,True,"{'a': 0.6, 'e': 0.0009752395591896492}",30,5,43.09513214164151,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,14,18.686178585339807,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,9,23.99401641556651,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,17,12.559090933063118,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0.6, 'e': 0.0009752395591896492}",30,16,28.946821639111985,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0.6, 'e': 0.0009752395591896492}",30,12,33.37965474565448,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0.6, 'e': 0.0009752395591896492}",30,16,25.085040337459496,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,19,12.913221769078925,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,5,27.164743193584872,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,13,15.737092292018707,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,12,24.796549899309234,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0.6, 'e': 0.0009752395591896492}",35,22,26.283528337446345,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0.6, 'e': 0.0009752395591896492}",30,22,16.60582223386003,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,0,35.01656331539528,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0.6, 'e': 0.0009752395591896492}",30,20,17.582967795705592,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,7,28.756918382673554,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,11,26.889455808083675,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,17,16.30396217871817,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,0,30.99713240108741,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
63,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,12,12.287309292385354,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,14,21.61899868710403,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,14,17.69635033637329,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,8,22.273197552174118,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,13,19.33900145459068,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,True,"{'a': 0.6, 'e': 0.0009752395591896492}",30,23,13.200426254171603,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,12,25.40297993074152,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,12,18.380288648824482,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,9,24.03548380296611,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,12,15.263983682283648,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,18,11.516919404965739,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,16,10.019173424613223,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,7,20.999667317971316,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'a': 0.6, 'e': 0.0009752395591896492}",30,15,27.517261248614847,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,10,16.32350604736221,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,10,20.789945157416636,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,15,19.857077410743138,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,20,8.767657415215107,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,13,12.191724142292657,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,16,18.295463419488637,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,9,19.788587823076252,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,3,33.44923337110625,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,4,25.299205162514347,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,2,29.96017239496522,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,12,20.239176689918388,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,3,26.421968589796382,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,9,19.597750439974217,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,True,"{'a': 0.6, 'e': 0.0009752395591896492}",30,9,36.30903388456981,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,True,"{'a': 0.6, 'e': 0.0009752395591896492}",30,24,11.297385330711299,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,3,32.7606315606384,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,6,30.906645288889365,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,8,24.66716709468242,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,7,33.78576857984817,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,16,18.07400809824915,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,True,"{'a': 0.6, 'e': 0.0009752395591896492}",25,15,17.658428621830584,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,True,"{'a': 0.6, 'e': 0.0009752395591896492}",30,18,24.711578165936757,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,True,"{'a': 0.6, 'e': 0.0009752395591896492}",30,17,22.452119012762196,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,True,"{'a': 0.6, 'e': 0.0009752395591896492}",20,12,14.964071616258966,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
