trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.7, 'e': 0.7614178870848962}",20,0,-52.46434365420059,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
184,False,"{'a': 0.7, 'e': 0.9999859614070616}",20,0,-135.50330829863208,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
185,False,"{'a': 0.7, 'e': 0.7682450128678183}",20,0,-173.2210375639757,"{0: 9, 1: 1, 2: 6, 3: 2, 4: 2}",0
186,False,"{'a': 0.7, 'e': 0.1751864306173937}",20,0,-0.5212975021093227,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
187,False,"{'a': 0.7, 'e': 0.500265067315901}",20,0,-26.5418844717853,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
188,False,"{'a': 0.7, 'e': 0.9404340872332042}",30,0,-183.7829175580325,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 4}",0
189,False,"{'a': 0.7, 'e': 0.9383022612367833}",30,0,-121.01616812627759,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",0
190,False,"{'a': 0.7, 'e': 0.4948722204034305}",20,0,-4.947172872889862,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
191,False,"{'a': 0.7, 'e': 0.1813039582773838}",20,8,-14.18250478139126,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
192,False,"{'a': 0.7, 'e': 0.7722100524278528}",25,0,-51.18937193295698,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
193,False,"{'a': 0.7, 'e': 0.999933692806604}",20,0,-63.847961911046355,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
194,False,"{'a': 0.7, 'e': 0.7573728930634613}",30,0,-111.45191806921555,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
195,False,"{'a': 0.7, 'e': 0.15860778743465642}",20,16,8.311070644754098,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.7, 'e': 0.5147530389396888}",30,0,-139.8417878848401,"{0: 16, 1: 6, 2: 4, 3: 3, 4: 1}",0
197,False,"{'a': 0.7, 'e': 0.9460174678626021}",20,11,-40.60725147644819,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 1}",1
198,False,"{'a': 0.7, 'e': 0.9323550997190464}",20,0,-152.0103478826489,"{0: 9, 1: 1, 2: 8, 3: 0, 4: 2}",0
199,False,"{'a': 0.7, 'e': 0.48019155972732785}",20,0,16.89772252277345,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
200,False,"{'a': 0.7, 'e': 0.19781357400426822}",30,3,-28.14320567949278,"{0: 23, 1: 1, 2: 1, 3: 2, 4: 0}",1
201,False,"{'a': 0.7, 'e': 0.7827838929592789}",20,0,-8.9136272312071,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
202,False,"{'a': 0.7, 'e': 0.9995987157198266}",20,1,-120.09821772374313,"{0: 12, 1: 1, 2: 1, 3: 4, 4: 1}",1
203,False,"{'a': 0.7, 'e': 0.7462866433165524}",20,0,-46.34917709275236,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
204,False,"{'a': 0.7, 'e': 0.14198430151104663}",35,14,21.93434804869344,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.7, 'e': 0.529095475861036}",25,0,18.368060236547866,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
206,False,"{'a': 0.7, 'e': 0.9513333835907903}",20,0,-18.15538744514225,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
207,False,"{'a': 0.7, 'e': 0.9261443360236445}",20,0,-209.3580132219436,"{0: 9, 1: 4, 2: 2, 3: 1, 4: 4}",0
208,False,"{'a': 0.7, 'e': 0.46537513582012713}",25,0,-27.636912572156735,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
209,False,"{'a': 0.7, 'e': 0.21426726244666316}",25,0,14.329676824123041,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
210,False,"{'a': 0.7, 'e': 0.7931364191664784}",30,0,-72.80097899893359,"{0: 22, 1: 4, 2: 2, 3: 1, 4: 1}",0
211,False,"{'a': 0.7, 'e': 0.998981124853873}",30,0,-174.48741835256084,"{0: 15, 1: 5, 2: 6, 3: 3, 4: 1}",0
212,False,"{'a': 0.7, 'e': 0.7349893980118459}",25,3,-150.67636061005837,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 2}",1
213,False,"{'a': 0.7, 'e': 0.12532067275868897}",20,8,1.7554702010634877,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
214,False,"{'a': 0.7, 'e': 0.5432883230823863}",25,2,6.17362660046603,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.7, 'e': 0.9563803314636136}",25,0,-55.43695570818012,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
216,False,"{'a': 0.7, 'e': 0.9196717261025923}",30,1,-267.60879060720293,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 5}",1
217,False,"{'a': 0.7, 'e': 0.45042713768841525}",20,13,5.760490819487415,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.7, 'e': 0.2306603716988155}",20,15,8.321811361869424,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.7, 'e': 0.8032647041083436}",25,0,-88.24554125475672,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
220,False,"{'a': 0.7, 'e': 0.9980810948185003}",25,0,-100.18813824060086,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
221,False,"{'a': 0.7, 'e': 0.7234843511882114}",25,0,-120.69298781694123,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
222,False,"{'a': 0.7, 'e': 0.1086216124392915}",25,3,26.688161031932097,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.7, 'e': 0.557327567899362}",20,0,-130.0490598663845,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
224,False,"{'a': 0.7, 'e': 0.961156884571456}",20,0,-101.261179636734,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
225,False,"{'a': 0.7, 'e': 0.9129390999389944}",25,0,-131.6082670259592,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
226,False,"{'a': 0.7, 'e': 0.4353517915382948}",20,0,-33.95094048079832,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
227,False,"{'a': 0.7, 'e': 0.2469882669822479}",20,7,-25.531149836777224,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
228,False,"{'a': 0.7, 'e': 0.8131658842429303}",25,0,-115.69184958165778,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
229,False,"{'a': 0.7, 'e': 0.9968988800767123}",25,0,-68.57304339067397,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
230,False,"{'a': 0.7, 'e': 0.7117747556357236}",25,0,-143.89801658649057,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
231,False,"{'a': 0.7, 'e': 0.09189184183191838}",20,0,23.638887555552895,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
232,False,"{'a': 0.7, 'e': 0.5712092410350728}",35,0,-127.17848156251098,"{0: 24, 1: 2, 2: 5, 3: 3, 4: 1}",0
233,False,"{'a': 0.7, 'e': 0.9656616924526894}",25,14,3.765622909018819,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
234,False,"{'a': 0.7, 'e': 0.9059483610296298}",20,4,-105.31110447084545,"{0: 8, 1: 3, 2: 2, 3: 2, 4: 1}",1
235,False,"{'a': 0.7, 'e': 0.4201533595806971}",35,19,6.97099153935822,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.7, 'e': 0.2632463319563586}",30,0,14.125118184091587,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
237,False,"{'a': 0.7, 'e': 0.8228371602369406}",30,5,-108.87318121163574,"{0: 12, 1: 7, 2: 5, 3: 0, 4: 1}",1
238,False,"{'a': 0.7, 'e': 0.9954348148728083}",25,0,-225.91094124414155,"{0: 10, 1: 3, 2: 8, 3: 1, 4: 3}",0
239,False,"{'a': 0.7, 'e': 0.6998639219759547}",20,0,-132.68377307156956,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
240,False,"{'a': 0.7, 'e': 0.07513609089835323}",25,0,-20.927705079214082,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
241,False,"{'a': 0.7, 'e': 0.584929417762528}",20,0,-137.49317645694256,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
242,False,"{'a': 0.7, 'e': 0.9698934814754304}",25,0,-88.25285978065693,"{0: 15, 1: 4, 2: 4, 3: 2, 4: 0}",0
243,False,"{'a': 0.7, 'e': 0.8987014858467449}",25,7,-102.41609547989779,"{0: 8, 1: 3, 2: 6, 3: 0, 4: 1}",1
244,False,"{'a': 0.7, 'e': 0.404836138826264}",25,18,12.287825319200966,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.7, 'e': 0.2794299700233931}",25,0,17.39730002304962,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
246,False,"{'a': 0.7, 'e': 0.8322757977573041}",25,0,-129.44940459848388,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
247,False,"{'a': 0.7, 'e': 0.9936893131378971}",35,0,-258.44394536559946,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 5}",0
248,False,"{'a': 0.7, 'e': 0.6877552177259102}",35,0,-100.40789886598876,"{0: 23, 1: 6, 2: 4, 3: 1, 4: 1}",0
249,False,"{'a': 0.7, 'e': 0.05835909694572554}",20,0,16.59327522537546,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
250,False,"{'a': 0.7, 'e': 0.5984842190140996}",20,0,-36.91434264508968,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
251,False,"{'a': 0.7, 'e': 0.9738510551976914}",25,0,-243.55438100206598,"{0: 11, 1: 2, 2: 5, 3: 4, 4: 3}",0
252,False,"{'a': 0.7, 'e': 0.8912005232793335}",20,0,-58.3116122395868,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
253,False,"{'a': 0.7, 'e': 0.3894044598703875}",20,7,-50.49028885495686,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
254,False,"{'a': 0.7, 'e': 0.2955346056281109}",30,18,-10.125772219934227,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
255,False,"{'a': 0.7, 'e': 0.8414791282441333}",20,0,-54.5450034421263,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
256,False,"{'a': 0.7, 'e': 0.9916628683728491}",20,0,-128.44671610784144,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
257,False,"{'a': 0.7, 'e': 0.6754520663460806}",20,9,-46.48726232555087,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 1}",1
258,False,"{'a': 0.7, 'e': 0.04156560328705974}",25,18,12.186077672368146,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.7, 'e': 0.6118698124783108}",20,0,-3.5110020783319005,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
260,False,"{'a': 0.7, 'e': 0.9775332947055968}",25,0,-116.14956780063268,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
261,False,"{'a': 0.7, 'e': 0.8834475940537632}",25,0,-92.13120247358395,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
262,False,"{'a': 0.7, 'e': 0.37386268566901415}",20,0,-36.8326226857471,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
263,False,"{'a': 0.7, 'e': 0.31155568555150076}",20,4,-33.62789218512323,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
264,False,"{'a': 0.7, 'e': 0.8504445496652486}",25,0,-198.370236743216,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 4}",0
265,False,"{'a': 0.7, 'e': 0.9893560535087885}",25,0,-79.15464626926676,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
266,False,"{'a': 0.7, 'e': 0.6629579462723734}",25,0,-73.1169289475781,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
267,False,"{'a': 0.7, 'e': 0.02476035790040995}",25,0,35.25998107637155,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
268,False,"{'a': 0.7, 'e': 0.6250824136834026}",20,12,5.642339650361022,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.7, 'e': 0.9809391589297528}",20,10,-24.334048182547484,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
270,False,"{'a': 0.7, 'e': 0.8754448901342752}",20,0,-95.8130402937869,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
271,False,"{'a': 0.7, 'e': 0.3582152103049099}",20,10,8.756559548498359,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.7, 'e': 0.32748868019790933}",25,12,13.116777788269955,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.7, 'e': 0.8591695272518879}",30,0,-262.64549882738,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 5}",0
274,False,"{'a': 0.7, 'e': 0.9867695207451039}",20,0,-17.011090219337735,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
275,False,"{'a': 0.7, 'e': 0.6502763899328083}",20,0,-77.83843198769715,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
276,False,"{'a': 0.7, 'e': 0.007948112086250285}",30,15,28.014885222949566,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.7, 'e': 0.6381182870671483}",20,0,-90.46476855446085,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
278,False,"{'a': 0.7, 'e': 0.9840676849396024}",20,0,-74.59048886843182,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
279,False,"{'a': 0.7, 'e': 0.8671946741032208}",30,0,-225.94997346259305,"{0: 15, 1: 7, 2: 3, 3: 1, 4: 4}",0
280,False,"{'a': 0.7, 'e': 0.3424664577455166}",25,0,-69.81350252708859,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",0
281,False,"{'a': 0.7, 'e': 0.3433290848758981}",25,0,7.69956161033407,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
282,False,"{'a': 0.7, 'e': 0.867651594215249}",20,0,-142.89217045014558,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
283,False,"{'a': 0.7, 'e': 0.9839040013650384}",20,0,-36.58123748453643,"{0: 12, 1: 6, 2: 2, 3: 0, 4: 0}",0
284,False,"{'a': 0.7, 'e': 0.6374109827487437}",25,4,-45.241099011629906,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 1}",1
285,False,"{'a': 0.7, 'e': 0.008866380875648453}",25,0,33.14518252410267,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
286,False,"{'a': 0.7, 'e': 0.6509737470331787}",20,3,9.789551127033087,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.7, 'e': 0.9869179882156323}",20,8,-75.98259828236598,"{0: 6, 1: 3, 2: 1, 3: 1, 4: 1}",1
288,False,"{'a': 0.7, 'e': 0.8586992785213237}",30,0,-128.5446826282722,"{0: 17, 1: 5, 2: 6, 3: 1, 4: 1}",0
289,False,"{'a': 0.7, 'e': 0.32662088059209826}",20,2,-57.047796301883245,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
290,False,"{'a': 0.7, 'e': 0.35907242107165305}",30,0,9.645807837134113,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
291,False,"{'a': 0.7, 'e': 0.8758883524440365}",25,0,-122.69576282708177,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
292,False,"{'a': 0.7, 'e': 0.9807603055289674}",30,15,-82.84639224247454,"{0: 7, 1: 4, 2: 3, 3: 0, 4: 1}",1
293,False,"{'a': 0.7, 'e': 0.6243653621211128}",20,0,-56.54320171810712,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
294,False,"{'a': 0.7, 'e': 0.025678367070185573}",30,19,19.050510685174952,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.7, 'e': 0.6636451589928438}",20,4,-88.21128427086902,"{0: 8, 1: 2, 2: 5, 3: 0, 4: 1}",1
296,False,"{'a': 0.7, 'e': 0.9894892628994932}",25,0,-51.944938700793365,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
297,False,"{'a': 0.7, 'e': 0.8499611052682999}",30,0,-119.37312010836317,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
298,False,"{'a': 0.7, 'e': 0.31068295882078784}",30,14,-25.165481335714283,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
299,False,"{'a': 0.7, 'e': 0.37471423771526435}",25,0,-24.269200342485252,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
300,False,"{'a': 0.7, 'e': 0.8838774731823718}",20,0,-134.8698577256423,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
301,False,"{'a': 0.7, 'e': 0.9773393220453062}",25,16,-33.8316292663859,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
302,False,"{'a': 0.7, 'e': 0.6111432164021845}",20,9,-5.2638332118119395,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.7, 'e': 0.04248309329107704}",20,11,-5.307406251043731,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
304,False,"{'a': 0.7, 'e': 0.6761289403928793}",30,10,-70.93166924703588,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",1
305,False,"{'a': 0.7, 'e': 0.9917807820218032}",20,0,-91.16533249605993,"{0: 12, 1: 1, 2: 4, 3: 3, 4: 0}",0
306,False,"{'a': 0.7, 'e': 0.840982624863667}",25,0,-232.2730511905617,"{0: 11, 1: 5, 2: 4, 3: 1, 4: 4}",0
307,False,"{'a': 0.7, 'e': 0.29465719851616406}",25,0,-3.906275475306946,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
308,False,"{'a': 0.7, 'e': 0.39025011243924357}",20,3,2.7139845133392395,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
309,False,"{'a': 0.7, 'e': 0.8916166976882398}",25,0,-68.40524496625281,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
310,False,"{'a': 0.7, 'e': 0.9736420181192547}",35,0,-242.9480867809516,"{0: 17, 1: 8, 2: 5, 3: 1, 4: 4}",0
311,False,"{'a': 0.7, 'e': 0.59774828385259}",20,3,-35.206954407282055,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 0}",1
312,False,"{'a': 0.7, 'e': 0.05927580838451743}",20,3,9.52460028542816,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.7, 'e': 0.6884215617283526}",20,0,-74.75179921439869,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
314,False,"{'a': 0.7, 'e': 0.9937918977076976}",20,0,-99.6352180291117,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
315,False,"{'a': 0.7, 'e': 0.8317663757683622}",25,0,-135.40893927398764,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 3}",0
316,False,"{'a': 0.7, 'e': 0.27854813059704314}",25,0,-36.21647692714968,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
317,False,"{'a': 0.7, 'e': 0.40567565282866247}",20,11,16.637584092573,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.7, 'e': 0.8991038378721354}",25,0,-140.80854502997946,"{0: 13, 1: 4, 2: 5, 3: 2, 4: 1}",0
319,False,"{'a': 0.7, 'e': 0.969669439079329}",20,0,-213.20953774462066,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 4}",0
320,False,"{'a': 0.7, 'e': 0.5841843515845697}",30,0,-75.5752845863967,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
321,False,"{'a': 0.7, 'e': 0.07605176459268775}",20,15,8.413442973868804,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.7, 'e': 0.7005195475404035}",25,7,-53.99495916606709,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
323,False,"{'a': 0.7, 'e': 0.9955220413600099}",20,0,-105.19793292338187,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
324,False,"{'a': 0.7, 'e': 0.8223149636670087}",25,0,-136.68446729656804,"{0: 18, 1: 3, 2: 0, 3: 1, 4: 3}",0
325,False,"{'a': 0.7, 'e': 0.26236030953568124}",20,0,-71.55073878952635,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
326,False,"{'a': 0.7, 'e': 0.42098649766321883}",20,14,11.47570057716657,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.7, 'e': 0.906336776915605}",30,0,-191.8184579689487,"{0: 17, 1: 6, 2: 2, 3: 2, 4: 3}",0
328,False,"{'a': 0.7, 'e': 0.9654227080817965}",25,0,-220.80633103155586,"{0: 9, 1: 2, 2: 10, 3: 2, 4: 2}",0
329,False,"{'a': 0.7, 'e': 0.570455254491188}",20,11,2.095287842751058,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.7, 'e': 0.09280621889584878}",25,0,-8.140084309169646,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
331,False,"{'a': 0.7, 'e': 0.7124194773990172}",25,0,-38.21245135536408,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
332,False,"{'a': 0.7, 'e': 0.9969707238200064}",25,0,-103.75576234237153,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
333,False,"{'a': 0.7, 'e': 0.8126310607311674}",25,19,-3.129383862206386,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.7, 'e': 0.2460983120698834}",20,4,-13.47505007869582,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
335,False,"{'a': 0.7, 'e': 0.43617831815006336}",20,16,7.823131161012992,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.7, 'e': 0.9133134698698292}",30,0,-166.16122855066993,"{0: 17, 1: 6, 2: 4, 3: 0, 4: 3}",0
337,False,"{'a': 0.7, 'e': 0.9609030257931762}",25,10,-207.2522181493468,"{0: 5, 1: 3, 2: 2, 3: 1, 4: 4}",1
338,False,"{'a': 0.7, 'e': 0.5565648741620335}",20,13,-8.241572253956976,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
339,False,"{'a': 0.7, 'e': 0.10953443435354873}",20,1,31.788281063221113,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.7, 'e': 0.7241179868699099}",35,12,-32.547279320509745,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 0}",1
341,False,"{'a': 0.7, 'e': 0.9981375355057084}",35,0,-169.57325411260206,"{0: 21, 1: 4, 2: 7, 3: 1, 4: 2}",0
342,False,"{'a': 0.7, 'e': 0.8027174048639546}",30,0,-80.34594164385888,"{0: 17, 1: 6, 2: 7, 3: 0, 4: 0}",0
343,False,"{'a': 0.7, 'e': 0.2297667359092262}",20,0,12.326043639561995,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
344,False,"{'a': 0.7, 'e': 0.4512468191478743}",25,0,-89.7211713792431,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
345,False,"{'a': 0.7, 'e': 0.9200319442336891}",25,0,-80.38699832936307,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
346,False,"{'a': 0.7, 'e': 0.9561116700507214}",30,0,-108.72384556394202,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
347,False,"{'a': 0.7, 'e': 0.5425171377859515}",25,0,-32.325108321282045,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
348,False,"{'a': 0.7, 'e': 0.12623168144368707}",30,14,-77.03447136017438,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 2}",1
349,False,"{'a': 0.7, 'e': 0.7356117684659061}",25,0,-26.570263781167647,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
350,False,"{'a': 0.7, 'e': 0.9990221465276724}",30,0,-126.07615285639523,"{0: 18, 1: 0, 2: 11, 3: 0, 4: 1}",0
351,False,"{'a': 0.7, 'e': 0.7925767989258304}",30,0,-98.00159860630806,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
352,False,"{'a': 0.7, 'e': 0.2133701984350786}",25,14,-1.3875160416733934,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
353,False,"{'a': 0.7, 'e': 0.4661877403810307}",20,0,-93.15245593162936,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
354,False,"{'a': 0.7, 'e': 0.9264903005115392}",20,0,-68.86390193549627,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
355,False,"{'a': 0.7, 'e': 0.9510499955012002}",25,0,-147.77152636757467,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
356,False,"{'a': 0.7, 'e': 0.5283160170405321}",20,0,-41.47936825103689,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
357,False,"{'a': 0.7, 'e': 0.14289323939976428}",25,0,-21.363024957179988,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
358,False,"{'a': 0.7, 'e': 0.7468975725819166}",25,0,-126.02306524682868,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 3}",0
359,False,"{'a': 0.7, 'e': 0.9996243067822747}",25,0,-154.96780385711023,"{0: 10, 1: 3, 2: 11, 3: 0, 4: 1}",0
360,False,"{'a': 0.7, 'e': 0.7822121099422888}",20,0,-67.57726670962599,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
361,False,"{'a': 0.7, 'e': 0.19691333539505884}",20,13,14.925230730265191,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.7, 'e': 0.48099685764418654}",25,0,-67.03439688994453,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
363,False,"{'a': 0.7, 'e': 0.9326867127501668}",20,0,-155.91761975609109,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
364,False,"{'a': 0.7, 'e': 0.9457194332178361}",20,0,-64.67340261651611,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
365,False,"{'a': 0.7, 'e': 0.5139655269693999}",25,0,-81.41856257993797,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
366,False,"{'a': 0.7, 'e': 0.1595143975456555}",20,0,11.049536359892008,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
